face_id|channel|idx_lo|idx_hi|equalizing_angle_deg|pose_key_W80|d10_key|d8_key|joint_key|writhe|crossings|clone_K|quad_var_at_eq|repair_family_id|residues_hash|proof_hash
69768ea5fe9e7a71aa0cb2be87619389725a5f14fc5d16ed2f21d2472ab71462|decagon|0|29|0.000000|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]|[8, 2, 8, 2, 2, 8, 4, 6, 2, 6, 0, 0, 4, 6, 2, 0, 8, 6, 4, 2, 2, 8, 4, 4, 0, 6, 8, 0, 0]|[6, 2, 6, 2, 0, 0, 2, 6, 0, 6, 0, 0, 2, 6, 2, 0, 6, 4, 4, 2, 0, 0, 2, 4, 0, 4, 6, 0, 0]|5f43a3fbf134bf1638cbc4a76b5e80e68bcb325c055a0e3eee4c8e26ea72b043|157|157|19|93.400000|odd-coprime@base|3605a9f5150c1b0b9edf03256030fa6c9efbbe985ea78bdb3d5bc4456d2f6a18|d802ae917c877416999937c2b751165c
62538d0b3cf53e32ebfe711fd9b7afa0062e1214a65841fb48caa9d66b8a9282|octagon|0|29|1.500000|[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]|[9, 0, 0, 0, 1, 0, 9, 0, 0, 1, 9, 0, 0, 1, 9, 0, 1, 9, 0, 1, 0, 0, 9, 0, 1, 9, 1, 9, 0]|[7, 0, 0, 0, 1, 0, 7, 0, 0, 1, 7, 0, 0, 1, 7, 0, 1, 7, 0, 1, 0, 0, 7, 0, 1, 7, 1, 7, 0]|b5f0d24024e4157490b4e5b32163ffdfca8ec7216039828672b1523aa9d442de|18|18|30|466.000000|odd-coprime@base|d5a29fefe62b116085e4fed5d607c786069e431447ec34d3a45791a77ba27531|d449019f0c841a5909a6235f4c90c166
